"","FPKM.L_32ko1","FPKM.L_32ko4","FPKM.L_32ko5","FPKM.L_32wt1","FPKM.L_32wt4","FPKM.L_32wt5","FPKM.L_48ko1","FPKM.L_48ko2","FPKM.L_48ko3","FPKM.L_48wt1","FPKM.L_48wt3","FPKM.L_48wt4"
"Wipf3",0.660599349139935,0.579260057647606,0.54558159925616,0.310913208740121,0.395948410971641,0.283000468619247,0.324025646675965,0.304110961413296,0.339704824732682,0.307628090190609,0.39858260065086,0.503587748024175
"Wipi1",1.76847251472868,3.04360692093023,2.3948948379845,1.85094667131783,2.40390016976744,1.75732909612403,2.00633584263566,2.08703166976744,1.32067279147287,2.53387749534884,1.93344128527132,2.36762137209302
"Wipi2",7.32490734751773,7.39252426477541,8.95876412608353,7.38303440189125,6.60999624901497,6.2941919464145,5.59856614342002,5.82331605988968,6.0592037572892,6.0645475177305,6.6994492608353,7.01566739795114
"Wisp1",0.0097209455882353,0.0713094046568627,0.054489206372549,0.00666864754901961,0,0,0,0,0,0,0,0
"Wisp2",0.0877609728813559,0.599933140677966,0.829794678813559,0.106664511864407,0.12537628220339,0.102046634745763,0.152929248305085,0.210967550847458,0,0.111920148305085,0.0611051313559322,0.104385330508475
"Wisp3",0,0.0310448019480519,0.0627728583603896,0.012856588474026,0,0.0080839898538961,0,0.0271815121753247,0.0371961286525974,0.0154775974025974,0.0252305202922078,0
"Wiz",10.1329752730528,11.5983844404655,11.314005389436,9.15786515666965,10.6103573500448,8.99100451208595,9.39648617726052,9.06328248880931,8.81538719785139,8.72278275738586,8.99928435094002,8.69788829006267
"Wls",2.84124752517428,5.97597029202169,6.42648377149497,3.15621903098373,3.66362160302091,2.86962088148722,3.43470644616576,2.49674753214562,2.27764922308288,2.77248206158017,2.71564337567777,3.27670928892332
"Wnk1",153.800044557762,162.221410256318,160.334340868231,113.042727521661,158.516323648014,146.387391045126,130.269093855596,125.352244537906,127.322832617329,144.70500633935,128.838329016245,146.230954871841
"Wnk2",0.126520349492672,0.542178128523112,1.02995301578354,0.115772773393461,0.10493793686584,0.102367390078918,0.0947393742953777,0.101334808342728,0.124175225479143,0.170266910935738,0.101647491544532,0.276328325817362
"Wnk3",0.0404836474991494,0.11061500374277,0.149951844845185,0.0215561605988431,0.0885165280707724,0.0414214726097312,0.0405630949302484,0.0227875957808779,0.0288877767948282,0.051689189520245,0.0239689445389588,0.118615014630827
"Wnk4",0.272740741862226,0.527919878879637,0.852224284632854,0.249412778198335,0.326222407267222,0.384570113550341,0.184534292202877,0.283766934140802,0.256456260408781,0.291963996971991,0.250726964420893,0.401547978803936
"Wnt1",0,0,0,0,0,0,0,0,0,0,0,0
"Wnt10a",0,0.0062781556621173,0,0,0,0,0,0.0061763600147547,0,0,0,0
"Wnt10b",0,0.0160412148916117,0.0148052507068803,0,0,0,0,0,0,0,0,0
"Wnt11",0,0,0.183661176926806,0,0,0,0,0,0,0,0,0
"Wnt16",0,0,0,0,0,0,0,0,0,0,0,0
"Wnt2b",0.411602480077745,0.667610161321671,1.21561238095238,0.155953391642371,0.819824188532556,0.756010184645287,0.474457937803693,0.444582674441205,0.531334550048591,0.440083024295433,0.69778195335277,0.597786279883382
"Wnt3",0.0468798291962175,0.0192528817966903,0.0186918315602837,0.0374444580378251,0.0204045112293144,0,0,0,0,0,0.0244360827423168,0.0134669426713948
"Wnt3a",0,0,0,0,0,0,0,0,0,0,0,0
"Wnt4",0.356450407429599,1.33706915518274,0.456782360695027,0.480929289994008,0.186033517076093,0.379125200718993,0.40639437237867,0.160280522768125,0.118056788496105,0.290515103355303,0.554593488615938,0.337152718693829
"Wnt5a",0.0255213144573145,0.481446152724153,0.568319106821107,0.139799675675676,0.0399881222651223,0.136553686400686,0.146195123552124,0.100515180609181,0.201396712569713,0.0896316379236379,0.0741855671385671,0.119966692835693
"Wnt5b",0.0902930927717701,0.437595772339215,0.385032491747296,0.053908703471827,0,0.101247298804781,0.101141017643711,0.0952967615253273,0.0889730324416619,0.10831378827547,0.0411066545247581,0.183906264086511
"Wnt6",0,0,0.112964024088542,0,0.047968779296875,0,0,0,0,0.047606142578125,0,0
"Wnt7a",0.0494521197007481,0.194955673316708,0.361433042394015,0.0131668952618454,0,0.0738377805486284,0.0966654613466334,0.192953865336658,0.0488119077306733,0,0.0150089775561097,0.0818711970074813
"Wnt7b",0,0,0.101102795558959,0,0.0192905983920368,0.0272421052833078,0,0,0,0,0,0.0214462982388974
"Wnt8a",0,0,0,0,0,0,0,0,0,0,0,0
"Wnt8b",0,0,0,0,0,0,0,0,0,0,0.023494932986337,0
"Wnt9a",0.142783130497477,0.336680739726027,0.585408669069935,0.232242493150685,0.347404696467195,0.224449815428983,0.466957801730353,0.15884740591204,0.239716291997116,0.452756260273973,0.286311113914924,0.203029578226388
"Wnt9b",0.59493232455669,1.44380211069318,0.709696184846856,0.78165531972058,0.682217690488984,0.477818675980656,0.442321341214401,0.521475137023106,0.481218103170339,0.348627917248791,0.368453316496507,0.539278916711445
"Wrap53",2.38554370190114,3.64615111825095,3.02595416844106,2.8710863095057,3.74027554562738,2.93739736007605,2.92136724030418,2.89767780304182,2.90770339201521,2.45554445247148,2.83899801140684,3.3459192338403
"Wrap73",1.0560196549763,1.45387374407583,1.41479237156398,1.165559507109,1.13999978767773,1.17374325687204,1.23735695165877,1.05622639620853,0.995557065402843,0.947694043601896,1.40035833933649,1.36029227677725
"Wrb",0.798709977272727,1.36207466695804,1.38188631031469,0.703135272727273,0.968916600524475,0.830816967657343,0.94146422465035,0.747855886363636,0.706170464160839,0.821931873251748,0.951593680944056,0.69989852972028
"Wrnip1",5.40882915020456,9.11832865458796,9.09627244418469,6.90793701227352,7.43354133021625,7.03418469666862,5.77488011221508,5.55409359906487,5.38079480303916,6.20649212156633,6.56341405961426,5.93877509760374
"Wsb1",6.45966036850106,9.25750364122834,7.58180442201277,10.8942868871998,12.8851483393129,10.5920543970812,6.57698419702037,9.15296114442079,10.5331730021283,8.39939607418668,5.32522661842505,24.9863030647613
"Wsb2",9.64272022275834,14.5846751958183,18.2829227708082,10.0912955577,8.09201576960193,8.20570803659027,11.5927603896261,9.25221036228388,9.84504121230398,9.88776511540008,8.52814430920788,8.45017137836751
"Wscd1",1.29470047074122,1.00592129908973,1.46585338491547,0.309228854356307,1.30961297529259,1.61941358387516,1.35789103641092,0.801621068920676,1.00167733159948,0.98105810663199,1.00666620286086,0.907397404421326
"Wscd2",0.0453478028379388,0.0344048726661688,0.0300504940253921,0.0441261306945482,0.0772794495892457,0.0774191288274832,0.0300713416728902,0.0265744962658701,0.0197496713965646,0.0241235078416729,0.0635290362210605,0.0453783793876027
"Wt1",0.335711428571429,1.17045428571429,1.20323714285714,0.262965714285714,0.0919257142857143,0.250184285714286,0.362262857142857,0.159332857142857,0.193175714285714,0.257077142857143,0.143971428571429,0.179924285714286
"Wtap",110.288644249275,101.313550171014,125.856467501449,71.6056789333333,93.6460734782609,81.8848057855073,89.1239692,82.6335891130435,74.1668774463768,83.1895246405797,97.2726087304348,96.5335294869565
"Wwc2",5.15506321472393,6.25616996319018,6.49171465030675,3.71850640490798,3.80618193865031,3.98730861349693,4.69778444171779,4.7669621595092,4.09838944785276,3.11588510429448,3.78471209815951,4.33296235582822
"Wwox",1.08895454333333,0.712316187142857,0.806022768571429,0.640669691666667,0.919862931428572,0.780510943809524,0.849416172857143,0.807638441428571,0.942822921904762,0.98893396452381,0.765883115952381,0.770983118095238
"Wwp1",85.0644953406237,61.325279290401,66.5524647440259,73.1973290882949,78.1999367197246,72.8254296427703,64.2331189586877,58.1982475540705,54.7150406962333,66.7916319254759,69.3631836658566,78.0635464588902
"Wwp2",1.00504137763573,1.22861289149925,1.48103533961481,0.922731505063922,0.843735292628258,0.845809375477337,1.0798972697991,0.894025711190437,1.15108088328076,0.906870118545575,0.936551842105263,1.19837104582434
"Wwtr1",3.77114464534271,5.05148450544815,6.75197623268893,3.56468990439367,4.23462162108963,3.72471650685413,4.37636791775044,2.64283595008787,3.15240589384886,3.5057377427065,3.18557641827768,3.35012457855888
"Xab2",3.73869522189269,5.30709779940685,6.13184382043678,4.28078985926126,4.88264382475061,4.87889939013211,4.63201797088164,4.77376713184147,4.58038795039094,5.00524409436506,5.15166332919924,4.8613216306282
"Xbp1",39.8814495697248,54.923759783945,73.999522809633,50.3046071788991,153.431850975688,68.4325093977064,43.7140416807339,56.20526975,44.0887366949541,123.409662404128,105.425090480275,130.409969476147
"Xcl1",0.175368132508834,0.115913416961131,0.0683203621908127,0.108728030035336,0.0619580989399293,0.0721204823321555,0.162674570671378,0.219817664310954,0.145474796819788,0.123128427561837,0.103721628975265,0.256860911660777
"Xcr1",0.647397378955114,0.25006382928624,0.116361010301692,0.12820495732156,0.418359830022075,0.538561235467255,0.472084821927888,0.524364403237675,0.212537727005151,0.388394456953642,0.656255391464312,0.340529069168506
"Xdh",56.3923472295515,76.5216649076517,71.7569430079156,59.187235883905,78.9662501319261,79.5751488126649,83.2241588390501,71.0204627968338,81.3476248021108,85.6158649076517,70.8789910290238,79.6218300791557
"Xiap",31.1317775961945,35.3103930602537,62.221600461945,36.5863388530655,21.6505396379493,25.4527709286469,36.5707744963002,25.8063794904863,29.7769621300211,27.1885523118393,36.4783553372093,43.4826525634249
"Xirp2",1.26858235883324,2.90274788992845,2.74467811667584,0.528439523390204,0.647553712713264,1.28874300055036,1.9491183775454,1.55646651073198,2.03639718326913,1.03738799559714,0.545298619702807,1.51243264611998
"Xk",10.2738951910299,2.78232965946844,2.56019281561462,5.88682485049834,8.92490205149502,8.65860627076412,3.53534019518272,3.56601137458472,3.59176524086379,6.26775002906977,5.57588100083056,5.87705875
"Xkr4",0.554020262042389,0.264032204238921,0.421902067987889,0.546568571703826,0.629938887696119,0.639828533443435,0.524572864299477,0.279356203688412,0.449388279658684,0.541746769611891,0.55693804954583,0.555835456647399
"Xkr5",0.00818251724137931,0.0733626379310345,0.0904934913793103,0.0546174568965517,0,0.0460064568965517,0.0520672327586207,0.0429178103448276,0.0167606293103448,0.0164383275862069,0,0
"Xkr6",0.442355928546162,0.530903795542978,0.431235139724089,0.160435072515034,0.422782178988327,0.455130470463389,0.563542394764768,0.519657874071454,0.418248372833392,0.41517010965688,0.388561903077467,0.462176940219314
"Xkr7",0,0,0.0250664884755358,0.00890576384957542,0,0,0,0,0,0,0,0.0134097525272948
"Xkr8",4.41561987251244,5.78910338059701,4.9888988550995,4.47272124284826,4.83036395646766,4.6715337300995,6.54713543532338,6.42603373973881,6.98036472574627,5.60389989241294,4.78997912593284,5.8266438255597
"Xkr9",2.38914031362357,2.89171710504657,2.07988191076457,1.78535094736842,2.59773915312974,2.34268161230236,1.76640881871345,2.01428438163309,1.54379823781676,2.02953327875244,2.29569858479532,2.41455200043318
"Xkrx",0.0307960663689872,0.0112324306880455,0.0257042622285366,0.0214363221026994,0.0798576478587376,0.0144423288004871,0.020473795210067,0,0.00794545666734321,0.0271008481834788,0.0655418120560179,0.0187379277450781
"Xpa",0.959148347945834,0.858533795731008,0.607042596281845,0.586541712187285,1.0351150277714,1.09669422538444,0.732776175350011,0.734191020426899,0.624066056460868,0.831116474638513,0.850602925866422,0.672655484048657
"Xpc",6.98342053047264,6.95937073320896,6.47012522699005,6.30455411380597,6.91445679166667,7.14437508271144,6.41259971455224,7.83034181529851,7.56009225373134,5.93887353482587,6.75253976554726,5.12037234141791
"Xpnpep1",9.99281305982906,13.6097822905983,14.886081048433,10.279958997151,10.6478435783476,10.4349806039886,10.6411823361823,12.5293087179487,11.2968850598291,10.7873324216524,10.3279387122507,12.4480869059829
"Xpnpep2",29.9159708962656,35.452610513278,14.2984569053942,28.9322746037344,54.5337109448133,39.8436629261411,52.8633797543568,47.391108933195,48.3770844211618,31.1603811053942,32.8495405850622,25.3925315983402
"Xpnpep3",5.65970661105769,5.29585816346154,5.56238098269231,5.46303058557692,5.37287784615385,5.87178895096154,5.05432096682692,4.15028966009615,4.64752078942308,5.46490435865385,5.99940407355769,6.00728200528846
"Xpo1",10.3060671242873,14.249115981756,16.0232772041049,9.84979574914481,11.9696833888255,13.3314366157355,11.3788488164196,11.6967395986317,12.9074838403649,13.0859159179019,14.137333395667,13.0669435347776
"Xpo4",29.1080770298819,28.8771371924948,31.1948904433634,17.5791809770674,22.7064445017373,23.4660709451008,21.2607491841557,19.0613374398888,21.1140639819319,24.7015082751911,32.5988177929117,23.8983427838777
"Xpo5",8.10110269701789,9.63711208866799,11.6226970067594,7.19236211530815,8.78766790298211,7.91531267753479,7.06127257057654,7.87231162385686,7.10484174751491,7.94059416262425,9.14345411530815,8.94875043777336
"Xpo6",23.9546597101449,26.6243683111111,35.8683647362319,24.007838263285,25.2688256275362,24.5781906115942,28.6240860777778,26.2925080396135,29.6915468681159,27.4443009855072,23.0741689454106,23.5673813454106
"Xpo7",63.9697609398705,62.6902005180388,65.0804278112859,62.3474912414431,63.3399857317299,60.7817127696577,59.343379826087,57.8762055208141,63.2694732210916,62.42155146716,63.584568333025,62.6003339944496
"Xpot",14.0724066485606,15.0356166159696,17.8960537153721,8.76633907658881,9.42822669744704,9.4973831667572,13.7445289244976,10.6939143943509,11.6900337099402,10.8860486040196,9.95013630635524,10.7565198804997
"Xpr1",5.32709785582255,6.85139899128598,6.03628124372854,4.92867019012411,4.31673383416953,5.2544783892263,4.94577056245049,4.55577121468181,4.29792730657513,4.4794326987061,4.48613767890151,5.2120847900713
"Xrcc1",4.72556154360377,5.56301151017928,4.75301046490428,4.15682090549985,6.48268689152233,5.01889020966272,5.02011634153753,4.57069097538742,4.65499070191431,4.55936442418718,5.71585580066849,4.39843967183227
"Xrcc2",0.24167103600119,0.354041847069325,0.42627366498066,0.263716848556977,0.470933083011009,0.317322136268968,0.399101016364177,0.304617769711395,0.124871648914014,0.347564415352574,0.483036257066349,0.538627776257066
"Xrcc4",1.15085963646956,1.17276907165744,1.07496318001748,1.01116849140693,1.23505643606175,1.25769438333819,0.965019472181765,0.838534180600058,0.796866474803379,1.08396227439557,1.20775567608506,1.03419919807748
"Xrcc5",6.11920507232851,10.7149644447037,12.3318665118992,5.68346342510499,8.10319386374242,6.86447245216986,6.65498809146057,7.24890716052263,6.55783374708353,7.29309511199253,7.7171407769482,7.81143860709286
"Xrcc6",8.2435280353501,10.0985829503739,9.73311044867437,6.44627832766825,9.42614112848402,7.85496187627464,7.94105614547927,7.79243830727396,8.2951190210741,6.80601224337186,8.51928271244052,6.96425959211421
"Xrcc6bp1",1.74993520491803,2.62552039508197,2.05055864672131,1.56555736393443,1.58770944631148,1.469646525,1.24553528852459,1.39036713688525,1.49912947090164,1.10157045532787,1.0362532454918,1.06014999098361
"Xrn1",25.1496196707161,21.7366352071611,22.6877565460358,11.3829559699488,22.5266925882353,22.3373673970588,17.9589173324808,16.5283049539642,16.3766343337596,15.8791723561381,17.3276073567775,20.9579063324808
"Xrn2",13.7675326628196,14.6885363761032,16.5539882378366,9.31599429056348,11.5865266051143,11.4971554618692,11.6510375802218,11.6014697866033,11.4681834978502,10.7565805741118,13.3553435508033,13.5847882740439
"Xylb",177.394272575697,188.720482898406,148.642123286853,141.382780418327,152.5256977749,156.888962828685,142.205154553785,131.499898677291,124.10209124502,131.421439139442,154.772393109562,146.384908115538
"Xylt2",20.5212194213298,30.5671289387755,26.9558262633311,26.7631163917051,26.8032138518762,22.8180923041475,25.8923474496379,23.9036554766294,24.7518156642528,21.6344494430546,24.0635275595787,26.0238468512179
"Yae1d1",25.3791556578778,22.0762100610932,28.1409522765273,14.0707234025723,18.1499376347267,18.4774568733119,16.362470570418,14.1093540353698,13.4520614790997,13.5957330810289,17.6123165884244,17.8542580913183
"Yaf2",10.3265010552077,8.00787628969835,9.36484779567444,7.04868680933409,9.23419065907797,8.1080679430848,7.61427537051793,6.40437318554354,5.96090025327262,5.49837084291406,8.30840246215139,7.27816100569152
"Yap1",15.1173093928571,20.9536781793651,25.1484296452381,18.0137620960317,16.9123018126984,15.75786685,18.5834395349206,18.2138075888889,17.1710250285714,18.2045169396825,17.9344857031746,18.3153019190476
"Yars",5.79672077953715,8.65738493126849,15.4848832225509,6.88253733774143,5.57896595789107,5.08647358969897,7.17033633547938,7.20109978075518,7.45660263789803,6.19272467026275,5.2815784861667,4.29244315990952
"Yars2",6.23964525463744,5.90634445868465,6.64123588195616,7.89887650252951,6.70657574030354,6.56098791231029,4.7834241079258,4.18469958853288,5.23805490725127,5.63171739966273,6.66736496795953,6.04125066779089
"Ybey",1.34016535932203,2.01752565762712,1.70232363050847,1.69354305254237,1.60672093728814,1.02937983559322,1.73693413728814,1.52881921016949,1.59738860847458,1.38096496271186,1.73527638813559,1.32319090677966
"Ybx1",110.81718158097,173.933350852699,187.922059888381,126.757076892955,126.039649081427,118.906985066789,121.202970938701,120.019651762123,100.372481857274,92.0796976797804,90.4359214144556,101.435173602928
"Ybx1-ps3",9.60171092001576,6.43314814184397,7.22311492474389,7.91559458589441,4.4544974251379,4.83706577462569,7.87214089164697,8.08872766824271,9.81236952679275,9.44831586012608,8.66107944680851,6.75489723955871
"Ybx2",0.113733481161695,0.0256501766091052,0.0496501491365777,0.24091148744113,0.0288358516483516,0.0781857417582418,0,0.0753332810047096,0.150155145211931,0.0637940580847724,0.0279680298273155,0
"Ybx3",12.9962924460432,19.9816784244604,29.1245665035971,37.5194032553957,12.103336471223,12.0816619892086,13.0858046438849,12.1404411330935,18.6833141115108,9.44804629496403,10.3674213741007,10.7065810611511
"Ydjc",0.0464059479865772,0.0853385738255034,0.12954427852349,0.0132876090604027,0.0313419714765101,0.0149239177852349,0.0333366191275168,0,0.047619966442953,0.102757122483221,0.0947013674496644,0.13229735738255
"Yeats2",15.0339783269231,16.0727706807692,18.7394923576923,9.91733581153846,12.6253316846154,11.7480710807692,13.4910761846154,12.6987101384615,12.5351164153846,11.9653960961538,12.0379219730769,13.6138314730769
"Yeats4",14.4444957386698,16.0654338399058,14.0936331006474,12.3117731583284,11.724261985874,14.7777589464391,18.7522927569158,16.9728585650383,16.6132799788111,16.6800010300177,17.9850533713949,15.154935566804
"Yes1",9.28305332075472,9.89045498113208,10.9201066540881,6.46433537106918,8.57808569811321,7.35104748427673,7.80184459119497,7.78097862893082,7.68579344654088,6.9308754591195,6.54822223899371,6.83032387421384
"Yif1a",22.9161310845431,29.6353901204099,30.750987498719,19.2428016994022,24.4531056310845,22.5531281434671,19.4005717224594,21.9268055414176,20.2047229043553,21.8188822920581,23.0975028138343,20.9555560341588
"Yif1b",15.2454950485762,21.6759927973199,15.8552862127303,15.1456282512563,16.5746215443886,11.452400118928,11.1478807051926,15.2093421758794,11.3737699112228,9.07858380904523,18.4654260318258,8.75975697487437
"Yipf1",2.55011648682885,3.97846194443645,3.39386667914208,3.49510227321146,4.38144151345905,3.42656888556211,3.05959691751835,3.71424696156614,3.75469659910753,3.95989349071542,4.06821246610047,2.69383366316396
"Yipf2",3.36505505669238,4.96421988795706,4.78794564609192,4.1851866709158,5.20843472794364,4.42488837068098,3.51158572324723,3.64289927037907,3.55071494599128,5.39364679570614,5.39470955585374,4.78497376920496
"Yipf3",42.9995388070175,54.087922754386,58.0032062105263,46.6627299473684,56.1643553859649,49.5469360175439,46.7532696666667,42.2235468070175,41.1633542982456,49.4127915789474,45.112641122807,48.5521545087719
"Yipf4",27.917787488458,26.7358260480148,25.8616597137581,21.185638578024,28.5139442012927,28.0712170175439,24.0791520498615,21.3873560849492,19.0104100369344,23.7097071745152,27.048411468144,25.7780313019391
"Yipf5",52.6692738579003,60.0536827804878,66.1086287073171,49.5189476998939,64.5652844931071,60.5698941124072,57.8765863425239,59.0164748101803,52.8597816648993,68.6003590455991,71.6078430848356,63.6754336935313
"Yipf6",24.3410324951519,23.8103599741435,24.4104549579832,14.2843832191338,19.9945079767292,20.4694081900453,19.2686616709761,20.1762921525533,18.3700562637363,19.7909072947641,21.9018065061409,22.4244930542986
"Yipf7",0,0.032204715704825,0,0,0,0,0,0,0,0,0,0
"Ykt6",7.35403170726916,6.21040294695481,9.2342888762279,5.41242389390963,5.02088337917485,4.48662545972495,5.95667560117878,6.2362494891945,6.0409761453831,5.49190777799607,4.62739977996071,5.70858515520629
"Ylpm1",14.3214534976415,16.7871422833558,16.6346032031671,10.6683145636792,12.8700945902965,12.4698298904987,12.9567284551887,12.8034544161051,11.732691865903,13.3996863086253,14.3999115299865,12.4675547948113
"Yme1l1",30.6254756667748,26.8915371628812,38.8250430902012,19.2272865382868,29.7433240639195,27.7152797365347,24.7143093578845,24.029451206684,19.9157263387411,25.6675339201817,28.3911455590526,42.9326676443868
"Yod1",3.91119724926686,2.4647184457478,3.11687165982405,3.84167028739003,3.23560115542522,3.45884290909091,2.44589306744868,2.42738595307918,2.4719780058651,2.43194361290323,3.77682568328446,3.04234407624633
"Ypel2",6.71931300722891,5.95275882216867,5.74298824626506,5.52886479325301,5.25755633060241,5.13953542698795,9.18828003903615,11.959292900241,9.03424560144578,5.22126199951807,3.11053884144578,3.55968007951807
"Ypel3",3.45774253216809,5.0880685448122,4.51043212383786,6.14947308367423,4.87426284566753,2.75183882335441,3.73964587690591,3.49104070732614,3.53104789438453,4.05740531498698,3.61462525846039,4.66061741093343
"Ypel4",0.235885456271577,0.591755093210587,0.615630341196778,0.0984588060989643,0.114460197928654,0.157613308975834,0.3013463429229,0.257574609896433,0.191269905063291,0.149935275604143,0.149452839470656,0.166437795742232
"Ypel5",29.6564511800623,32.0239876124611,29.2615428087227,22.4380605395639,33.7808401545171,28.8337271626168,32.6059988137072,31.9337257395639,25.8614932137072,30.1761211140187,32.5140892062305,29.2639597495327
"Yrdc",4.03049522880854,5.33644319679905,7.21810275044458,5.46208352578542,6.18176577652638,4.570311,4.44710644872555,4.61214192946058,4.79809196976882,6.69010833076467,6.35463901244813,5.32030967694132
"Ythdc1",23.3341841029061,19.6521672949023,20.1530805717008,13.3508303916151,19.8506994873749,19.9302274645069,16.8706634626012,18.8098661457837,16.936140455455,17.1031572672701,19.6978651624583,20.8807524421153
"Ythdf1",20.8543452735376,23.1757523153203,24.9519217927577,20.9703623988858,24.5680247821727,22.6736524490251,22.2649191543175,21.0229315320334,21.8836714618384,23.8009536144847,20.5667354373259,23.3095179832869
"Ythdf2",20.0092443495146,26.0300352556634,27.6052301294498,18.514629210356,17.3179333009709,18.4333740970874,18.9318653333333,22.6591012750809,18.1816609190938,19.0019656634304,18.9318432621359,22.7527096375405
"Ythdf3",36.8725435507894,28.8505193774203,29.4527576854334,20.7500370866845,28.9138881590706,29.0489047065833,26.6851415996425,25.2774497319035,23.9112380845993,26.326227792672,28.7085354781054,28.9124776288353
"Ywhab",46.3494591543685,49.5761873340878,52.6123288347669,35.4710737442282,46.7996980593029,40.7790514051607,36.7603743807153,38.134626236306,35.0013313725668,37.9820300511544,37.2456080217293,39.2672430181077
"Ywhae",152.033562278125,191.96219233125,208.782256254687,135.740776325,158.763618320313,159.899327998438,139.273708045313,149.901912067188,141.3902648125,139.188388539062,149.058531273437,159.286617823438
"Ywhag",30.6326486670385,37.8453521695482,51.6184085805912,27.218851263246,20.4465810652538,23.3625930451757,25.4733157445622,25.8383417986615,29.1737618516453,23.8314320747351,20.9548477746793,24.7767439542666
"Ywhah",15.2410887226519,32.9708146801105,44.2665603088398,18.133248901105,15.1177988480663,18.1248884646409,24.8520470243094,22.0992097447514,19.2776658950276,20.732550539779,17.1223155491713,20.1774874618784
"Ywhaq",11.7391369649886,14.4463496243376,16.3905380461771,10.2960208380015,11.3612677076079,12.8551423737699,10.7390452957986,10.8348997615443,9.27829661544285,9.60687989099167,10.4572605043528,14.1330532180167
"Ywhaz",43.2719466324889,60.679738986731,78.3644138801769,41.6206924266184,39.9358983534379,39.9208512444713,45.5545861338963,45.3727187836751,43.459521606353,37.8336278427825,37.8397208825895,55.1904406091677
"Yy1",19.9185388510638,18.3399126382979,21.9383023758865,18.7617699574468,16.9142669929078,15.8572634609929,16.6640171702128,13.5711696950355,14.8224882056738,16.9215887588652,16.2601059574468,16.613035822695
"Zadh2",16.0868457584201,14.6385428340478,13.5832967112676,12.9433503417024,12.4698098248622,14.8805767780159,13.0643020443968,12.7542934758114,13.0770968808941,12.7682569923454,15.4211534807103,11.6386861083895
"Zap70",0.144700435643564,0.354520326472121,0.386561762115685,0.0657243689421574,0.210474302761855,0.298247231370506,0.120766340802501,0.217047200104221,0.123435213392392,0.169181888223033,0.174471286347056,0.128490358520063
"Zar1",0.00383554372312103,0,0,0,0,0.00742966209297563,0,0,0,0.0054620847839443,0,0
"Zbbx",0.0164115227367543,0,0.0243494935335836,0,0,0,0,0.0100039974968711,0,0,0,0.0257497838965373
"Zbed3",3.62355563746748,7.34228226799653,5.84807781873374,2.05252979618387,5.11046592801388,3.21675617519514,3.49514846053773,2.79807083694709,3.41467645706852,2.44599679531657,2.35951003469211,3.59770544666088
"Zbed4",3.96413119566787,5.00590136317689,6.38884052563177,4.18422791768953,3.13017483465704,3.14364998844765,4.26721723898917,4.56225710469314,4.08135396967509,4.40966968231047,3.78684441155235,4.33410848231047
"Zbed5",7.64272204204694,10.0253458621252,12.3079344035202,12.4574227206649,9.14265622294655,8.85139755704042,8.15560256323338,8.91500736473273,9.07701336571056,8.82773782138201,8.61226050977836,8.6794719279661
"Zbp1",0.206147726128545,0.212977909045142,0.0835235824802819,0.257454595066286,0.0879814445376741,0.201723936902165,0.156246361470045,0.273882242658164,0.278650167477765,0.271468750461487,0.2235578070146,0.112135958382279
"Zbtb1",6.79676585136187,6.85575591128405,7.86060625836576,5.07320615252918,6.29734997276265,6.64076034163424,6.90436974941634,5.98195222568093,5.68752169027237,5.58289023346304,5.49198741400778,6.66553237976654
"Zbtb10",2.94137741735208,2.49335277951711,3.10258971026798,2.12643936853277,3.3815671992571,2.52399364446803,2.47160275510746,2.03847493393473,1.6748425088883,2.10806910586362,2.01996821809499,2.9175714306182
"Zbtb11",10.7776103645038,9.16292340763359,9.13200768091603,7.3087010721374,11.396767309542,10.4819074396947,8.56681720458015,8.27279164618321,7.57540233167939,8.47073765648855,8.76959589389313,11.3268677236641
"Zbtb12",0.918453920684993,1.26972298242452,1.32708138846327,0.963906182514646,1.11068813564669,0.921338098242451,1.16133083686345,0.807782518702118,1.16704194051375,0.616545343397927,0.887480878323569,1.01997373005858
"Zbtb16",37.6688456043414,21.6736924124322,14.1244752530834,46.2578537493833,34.8730293616182,34.1427713793784,7.10627858608781,14.4054705111001,15.9794002654169,19.3156452984706,28.2314831534287,5.49789193586581
"Zbtb17",3.40597685649203,5.81585003986333,6.55133551822323,3.45337919134396,4.51097023917995,4.05822194191344,5.27859150341686,6.20994721526196,5.62437931093394,5.19263632118451,5.6903024715262,4.6418006833713
"Zbtb2",1.40486187817259,1.29041206091371,1.61228790862944,1.20624691370558,1.37413395939086,1.1972196142132,1.20513519796954,1.06481462944162,0.780897644670051,0.778493319796954,1.06035878172589,1.49264609137056
"Zbtb20",77.5663256191549,64.90971848,63.9807993453521,55.7287862169014,97.5414911977465,78.9120826788732,57.368656016338,51.9246747611268,47.86006604,71.0864989476056,75.1057655538028,76.1354337532394
"Zbtb22",3.4257711404408,4.21380282419272,4.35013796514608,2.4396703075346,2.59522973347002,2.22958565094823,2.68543330855971,2.72218786519734,2.41003890568939,2.50916503075346,2.71921477960021,3.04488686570989
"Zbtb24",1.65573156717189,1.64565212125388,2.00059506717189,1.0521819796762,0.981501220289356,1.0313583520496,1.78715905098174,1.43522039924216,1.55134143265587,1.24928003651395,1.43366696882535,1.3733636179814
"Zbtb25",0.512849046624913,1.00564333333333,0.875958803061935,0.244476812804454,0.649513406402227,0.644939801670146,0.78354090118302,0.475647599164927,0.550129805149617,0.565344766875435,0.607293482950591,0.475767021572721
